rating_id,user_id,food_id,food_code,rating
3,1,120,27445220,2
4,1,176,32105210,2
5,1,184,41311030,3
6,1,193,42401100,2
7,4,365,42403010,4
8,4,156,28340110,5
9,4,400,73105010,4
11,5,333,11511400,5
12,5,158,28340610,5
13,5,212,58156110,1
14,10,333,11511400,4
15,10,370,61210010,4
16,10,273,72307000,3
17,10,319,11320000,2
20,11,302,11111160,5
24,11,158,28340610,5
27,12,326,11350010,5
29,12,379,64101010,4
30,12,178,32105240,5
31,12,328,11350030,5
32,13,325,11350000,3
33,13,178,32105240,4
34,13,189,41812400,5
35,13,379,64101010,5
36,13,16,14710200,5
38,14,379,64101010,4
39,15,325,11350000,5
40,15,327,11350020,4
41,15,405,75200700,4
42,15,379,64101010,5
43,15,16,14710200,5
44,16,197,58150100,4
45,18,327,11350020,4
46,17,178,32105240,4
47,17,379,64101010,3
48,18,328,11350030,3
49,17,151,28310110,3
50,17,382,64104600,2
51,18,151,28310110,3
52,17,325,11350000,3
53,18,381,64104030,4
54,18,354,11513854,5
55,19,380,64104010,5
56,19,400,73105010,5
57,19,170,32103030,5
58,19,388,64133100,5
59,19,109,27350070,4
60,19,23,26109133,3
61,16,380,64104010,2
63,16,198,58150520,1
64,16,354,11513854,4
65,21,395,64201010,4
66,21,381,64104030,3
67,21,328,11350030,5
68,21,16,14710200,3
69,21,432,92550360,2
70,22,380,64104010,4
71,22,381,64104030,5
72,22,325,11350000,4
73,22,182,41221020,3
74,22,8,11432000,5
75,22,366,42404010,5
76,22,55,26205160,4
79,23,96,27243100,5
80,23,96,27243100,5
81,23,181,41203030,4
82,23,399,73105000,2
83,23,270,72202010,3
84,23,400,73105010,5
85,23,296,75608100,4
86,5,228,58164210,4
87,5,101,27250160,3
88,5,176,32105210,1
89,5,328,11350030,2
90,5,120,27445220,4
91,5,133,27450070,1
93,6,122,27450020,3
94,6,212,58156110,1
95,6,96,27243100,5
96,6,98,27250030,3
97,6,379,64101010,1
98,9,176,32105210,5
99,9,450,92613510,1
100,9,147,27550720,5
101,9,161,28350050,5
102,9,154,28311010,3
103,9,228,58164210,3
104,27,45,26137123,3
105,27,111,27350410,4
106,27,101,27250160,1
107,27,15,11446000,3
110,28,120,27445220,3
111,28,158,28340610,4
112,28,101,27250160,2
113,28,379,64101010,5
114,28,98,27250030,5
115,29,96,27243100,4
116,29,161,28350050,5
117,29,45,26137123,2
118,29,228,58164210,2
119,29,287,75418030,2
120,29,101,27250160,5
121,29,98,27250030,2
122,29,286,75418020,3
124,30,73,26315190,3
125,30,96,27243100,3
126,28,96,27243100,5
127,30,136,27450100,2
128,30,293,75440610,1
129,30,271,72202020,2
130,30,205,58151230,3
131,30,13,11435100,2
132,31,448,92611100,1
133,31,25,26109143,5
134,31,279,75148010,3
135,31,185,41311040,2
137,32,393,64134100,2
138,32,117,27415140,5
140,32,333,11511400,5
141,32,387,64132500,1
142,32,176,32105210,3
143,32,89,27150010,2
144,33,219,58163130,2
145,33,277,75146000,2
146,34,403,75132000,4
147,34,158,28340610,5
149,35,324,11321200,5
150,35,158,28340610,4
151,35,95,27213010,4
152,35,328,11350030,1
153,35,400,73105010,3
154,36,278,75147000,4
155,36,158,28340610,3
156,36,176,32105210,3
157,36,133,27450070,1
158,36,433,92550370,2
159,36,385,64124020,4
160,36,238,58404500,3
161,37,287,75418030,2
162,37,301,75657000,2
163,37,267,72125260,2
164,37,176,32105210,1
165,37,228,58164210,5
166,38,193,42401100,2
167,38,120,27445220,4
168,38,156,28340110,1
169,38,154,28311010,3
170,38,324,11321200,2
171,38,433,92550370,3
172,38,15,11446000,4
173,39,146,27550420,3
174,39,95,27213010,4
175,39,161,28350050,4
176,39,286,75418020,1
177,39,98,27250030,4
179,40,171,32103035,5
180,40,181,41203030,2
181,40,109,27350070,1
182,40,205,58151230,5
183,40,474,95312410,5
184,41,176,32105210,3
185,41,120,27445220,4
187,42,474,95312410,5
188,42,121,27450010,1
189,42,98,27250030,2
190,42,111,27350410,1
191,42,45,26137123,3
192,43,385,64124020,1
193,43,133,27450070,3
194,43,158,28340610,3
195,43,450,92613510,2
196,43,176,32105210,2
197,44,286,75418020,3
198,44,73,26315190,3
199,45,193,42401100,1
200,45,171,32103035,5
201,45,324,11321200,3
202,46,177,32105230,3
203,46,89,27150010,5
204,46,13,11435100,2
206,46,181,41203030,5
207,4,177,32105230,1
208,47,325,11350000,5
209,47,328,11350030,5
210,47,380,64104010,5
211,47,178,32105240,5
212,47,399,73105000,5
214,48,190,41812450,3
215,48,177,32105230,3
216,48,120,27445220,3
217,49,296,75608100,5
218,49,45,26137123,4
219,49,265,71803010,5
220,49,324,11321200,5
221,50,219,58163130,5
222,50,448,92611100,1
223,50,333,11511400,5
224,50,393,64134100,2
225,51,450,92613510,3
226,51,219,58163130,1
227,52,473,95312400,1
228,52,73,26315190,3
229,52,161,28350050,5
230,52,228,58164210,5
231,52,403,75132000,3
232,52,393,64134100,4
233,52,95,27213010,2
234,52,98,27250030,4
235,52,177,32105230,3
236,52,278,75147000,5
237,53,218,58162310,3
238,53,193,42401100,2
239,53,264,71801100,4
240,53,400,73105010,1
241,53,120,27445220,5
242,53,158,28340610,5
243,53,96,27243100,1
244,53,13,11435100,4
245,53,203,58151210,1
246,53,134,27450080,1
247,53,176,32105210,4
248,54,282,75403200,2
249,54,202,58151200,5
250,55,433,92550370,1
251,55,328,11350030,2
252,55,286,75418020,3
253,56,98,27250030,2
255,56,278,75147000,3
256,56,161,28350050,2
257,57,39,26127123,3
258,57,193,42401100,4
259,57,120,27445220,3
260,57,158,28340610,4
261,57,52,26153122,5
262,57,177,32105230,1
263,57,96,27243100,2
264,57,328,11350030,4
265,57,205,58151230,5
266,57,330,11370000,1
267,58,270,72202010,2
268,58,263,71704000,4
269,58,97,27250020,1
270,58,158,28340610,3
271,59,387,64132500,4
272,59,287,75418030,2
273,59,176,32105210,2
274,59,141,27451070,1
276,60,287,75418030,3
277,60,96,27243100,3
278,60,136,27450100,5
279,60,278,75147000,1
280,60,286,75418020,3
281,60,158,28340610,2
283,60,296,75608100,4
284,60,324,11321200,5
285,61,120,27445220,1
286,62,277,75146000,3
287,62,185,41311040,2
288,62,324,11321200,2
289,62,330,11370000,1
290,63,111,27350410,2
291,63,45,26137123,5
292,63,387,64132500,2
293,63,147,27550720,5
294,63,474,95312410,1
295,64,15,11446000,4
296,64,181,41203030,2
297,64,193,42401100,3
298,64,214,58160000,3
299,64,77,26319121,5
300,64,251,71601040,3
302,64,393,64134100,4
303,65,96,27243100,5
304,65,271,72202020,5
305,66,98,27250030,1
306,66,393,64134100,3
307,66,214,58160000,2
308,66,96,27243100,2
309,66,301,75657000,3
310,66,89,27150010,2
311,66,115,27363100,1
312,67,176,32105210,3
313,67,120,27445220,2
314,67,161,28350050,5
315,67,98,27250030,2
316,67,205,58151230,3
317,68,251,71601040,2
318,68,433,92550370,1
319,68,177,32105230,5
320,68,98,27250030,4
321,68,39,26127123,1
322,69,176,32105210,4
323,69,219,58163130,4
324,69,324,11321200,3
325,69,120,27445220,1
326,69,77,26319121,2
327,69,171,32103035,2
328,70,416,92510955,5
329,70,185,41311040,5
330,70,289,75418060,3
331,70,379,64101010,2
332,70,433,92550370,2
333,70,449,92613010,4
334,70,25,26109143,2
335,70,101,27250160,5
336,71,287,75418030,1
337,71,251,71601040,2
338,71,161,28350050,3
339,71,89,27150010,4
340,71,158,28340610,1
341,71,428,92550040,4
342,71,39,26127123,5
343,72,123,27450030,5
344,72,450,92613510,2
345,72,161,28350050,3
347,79,25,26109143,5
348,79,177,32105230,4
349,79,393,64134100,3
350,79,372,61210250,1
351,79,52,26153122,2
352,79,109,27350070,1
353,80,147,27550720,4
354,80,98,27250030,1
355,80,183,41311020,5
356,80,282,75403200,4
357,80,45,26137123,2
358,81,450,92613510,1
359,81,328,11350030,4
360,81,96,27243100,5
361,81,176,32105210,3
362,81,293,75440610,2
363,81,193,42401100,4
364,81,185,41311040,1
365,81,330,11370000,5
366,81,184,41311030,1
367,81,219,58163130,1
368,82,171,32103035,2
369,82,388,64133100,1
370,82,286,75418020,1
371,82,158,28340610,2
372,82,176,32105210,3
373,82,120,27445220,4
374,82,156,28340110,2
375,82,96,27243100,3
376,42,120,27445220,5
381,83,25,26109143,5
382,83,120,27445220,2
383,83,158,28340610,5
384,84,365,42403010,2
385,84,118,27416400,4
386,84,435,92550400,4
387,84,281,75403020,3
389,84,171,32103035,1
390,85,166,28355310,1
391,85,474,95312410,5
392,86,433,92550370,4
393,86,185,41311040,5
394,86,93,27150410,2
395,86,449,92613010,2
396,86,193,42401100,5
397,86,267,72125260,3
398,87,120,27445220,1
399,87,433,92550370,4
400,87,133,27450070,1
401,88,214,58160000,3
402,88,120,27445220,2
403,88,45,26137123,2
404,89,120,27445220,2
405,89,146,27550420,4
406,89,171,32103035,4
407,89,403,75132000,4
408,89,96,27243100,2
409,89,251,71601040,4
410,89,176,32105210,4
411,89,25,26109143,1
412,89,117,27415140,1
413,89,238,58404500,2
414,89,301,75657000,5
415,90,101,27250160,2
416,90,205,58151230,5
417,90,161,28350050,5
418,90,387,64132500,4
419,90,324,11321200,5
420,90,45,26137123,3
421,84,205,58151230,1
422,35,45,26137123,2
423,39,45,26137123,3
424,91,146,27550420,3
425,91,193,42401100,1
426,91,271,72202020,3
427,92,176,32105210,4
428,92,385,64124020,3
429,93,378,64100220,4
430,93,147,27550720,4
432,30,378,64100220,1
433,48,378,64100220,5
434,56,378,64100220,1
435,94,141,27451070,1
436,94,293,75440610,4
437,94,435,92550400,5
438,94,328,11350030,5
439,94,176,32105210,2
440,94,115,27363100,2
444,95,45,26137123,5
445,95,428,92550040,2
446,95,115,27363100,3
447,95,94,27151070,3
448,95,212,58156110,3
449,95,387,64132500,5
450,95,433,92550370,4
451,95,177,32105230,5
452,96,176,32105210,5
453,96,121,27450010,2
454,96,193,42401100,5
455,96,330,11370000,5
456,97,120,27445220,2
457,97,324,11321200,4
458,97,328,11350030,1
459,97,147,27550720,2
461,97,185,41311040,3
462,97,146,27550420,4
463,97,341,11513370,3
464,97,450,92613510,4
465,98,296,75608100,2
466,98,289,75418060,5
467,98,166,28355310,1
468,98,341,11513370,3
469,98,324,11321200,4
470,98,450,92613510,2
471,98,136,27450100,1
472,99,433,92550370,3
473,99,324,11321200,1
474,100,293,75440610,4
475,100,341,11513370,4
476,100,324,11321200,4
477,100,330,11370000,2
478,101,341,11513370,2
479,101,473,95312400,3
480,101,25,26109143,3
481,59,473,95312400,4
482,97,473,95312400,5
483,102,416,92510955,2
484,102,271,72202020,1
485,103,96,27243100,3
486,103,193,42401100,1
487,103,358,11519205,3
488,104,120,27445220,5
489,104,400,73105010,2
490,104,286,75418020,1
491,104,450,92613510,5
492,104,293,75440610,3
493,104,52,26153122,2
494,104,190,41812450,1
495,64,293,75440610,5
496,70,293,75440610,3
497,105,428,92550040,5
498,105,379,64101010,2
499,105,158,28340610,3
500,105,193,42401100,5
501,106,293,75440610,3
502,106,287,75418030,2
503,106,286,75418020,2
504,106,378,64100220,4
505,107,330,11370000,5
506,107,123,27450030,5
507,107,158,28340610,2
508,107,177,32105230,4
509,107,341,11513370,4
510,107,379,64101010,5
511,107,13,11435100,3
512,107,381,64104030,4
513,108,199,58151170,3
514,108,181,41203030,2
515,108,328,11350030,2
516,108,296,75608100,3
517,109,147,27550720,4
518,109,154,28311010,5
519,109,433,92550370,2
520,109,328,11350030,2
521,109,228,58164210,2
522,109,333,11511400,3
523,109,13,11435100,1
524,109,158,28340610,4
525,110,381,64104030,1
526,110,251,71601040,3
527,111,146,27550420,5
528,111,332,11511300,4
529,112,238,58404500,4
530,112,332,11511300,2
531,112,115,27363100,5
532,113,123,27450030,1
533,113,185,41311040,1
534,113,101,27250160,3
535,113,332,11511300,2
536,113,98,27250030,3
537,113,158,28340610,4
538,114,278,75147000,1
539,114,333,11511400,1
540,114,166,28355310,2
541,115,333,11511400,2
542,115,301,75657000,3
543,115,193,42401100,1
544,115,176,32105210,5
545,116,327,11350020,4
546,116,96,27243100,3
547,116,134,27450080,2
548,116,184,41311030,4
549,116,286,75418020,3
550,116,328,11350030,4
551,117,121,27450010,5
552,117,435,92550400,3
553,117,181,41203030,3
554,118,358,11519205,3
555,118,286,75418020,1
556,118,203,58151210,3
557,118,201,58151190,3
558,119,293,75440610,1
559,119,450,92613510,3
560,119,120,27445220,5
561,119,98,27250030,3
562,119,333,11511400,2
563,120,214,58160000,5
564,120,176,32105210,3
565,120,264,71801100,5
566,120,146,27550420,5
567,121,120,27445220,2
568,121,428,92550040,3
569,121,435,92550400,3
570,121,176,32105210,2
571,121,204,58151220,3
572,121,201,58151190,4
573,122,202,58151200,4
574,122,278,75147000,5
575,122,400,73105010,3
576,122,205,58151230,3
577,123,202,58151200,4
578,123,203,58151210,4
579,123,381,64104030,3
580,123,332,11511300,5
581,123,171,32103035,4
582,123,121,27450010,3
583,124,52,26153122,3
585,124,62,26303160,3
586,124,133,27450070,4
587,124,450,92613510,2
588,124,301,75657000,5
589,124,205,58151230,3
590,125,393,64134100,4
591,125,428,92550040,3
592,125,458,94220215,3
593,125,224,58163420,4
594,125,115,27363100,1
595,125,237,58200250,4
596,125,269,72125500,3
598,126,203,58151210,4
599,126,458,94220215,4
600,126,96,27243100,3
601,126,212,58156110,5
602,126,328,11350030,4
603,126,45,26137123,3
604,127,184,41311030,5
605,127,458,94220215,4
606,127,278,75147000,4
607,128,282,75403200,4
608,128,189,41812400,3
609,128,264,71801100,5
610,128,202,58151200,2
611,128,385,64124020,4
612,128,380,64104010,5
613,128,89,27150010,2
614,128,330,11370000,2
615,129,202,58151200,5
616,129,204,58151220,5
617,129,203,58151210,4
618,129,170,32103030,2
619,129,183,41311020,2
620,129,372,61210250,4
621,129,370,61210010,5
622,130,264,71801100,4
623,130,265,71803010,4
624,130,8,11432000,4
625,130,416,92510955,2
626,130,433,92550370,2
627,130,443,92582100,5
628,130,403,75132000,3
629,131,214,58160000,5
631,131,95,27213010,2
632,131,403,75132000,4
633,131,183,41311020,4
634,131,327,11350020,2
635,131,190,41812450,4
636,131,156,28340110,2
637,132,123,27450030,4
638,132,204,58151220,3
639,132,134,27450080,4
640,132,435,92550400,5
641,133,115,27363100,4
642,133,212,58156110,4
643,133,219,58163130,5
644,133,251,71601040,1
645,133,473,95312400,4
646,133,395,64201010,1
647,134,118,27416400,5
649,134,198,58150520,3
650,134,197,58150100,4
651,134,190,41812450,1
652,134,282,75403200,2
653,135,319,11320000,4
654,135,321,11320200,5
655,135,117,27415140,4
656,135,291,75439500,5
657,135,399,73105000,1
658,136,95,27213010,4
659,136,115,27363100,4
660,136,73,26315190,1
661,136,62,26303160,2
662,136,458,94220215,5
663,136,443,92582100,3
664,137,358,11519205,5
665,137,189,41812400,4
666,137,265,71803010,4
667,137,109,27350070,2
668,137,123,27450030,3
669,137,471,95110020,3
670,138,409,78101118,4
671,138,471,95110020,4
672,138,147,27550720,5
673,138,149,27550800,5
674,138,214,58160000,2
675,138,183,41311020,1
676,139,198,58150520,5
677,139,197,58150100,4
678,139,212,58156110,3
679,139,237,58200250,2
680,139,147,27550720,2
681,139,332,11511300,4
682,140,291,75439500,5
683,140,282,75403200,3
684,140,182,41221020,2
685,140,432,92550360,3
686,140,380,64104010,4
687,141,97,27250020,5
688,141,62,26303160,4
689,141,73,26315190,3
690,141,184,41311030,1
691,141,182,41221020,1
692,142,204,58151220,4
693,142,203,58151210,5
694,142,326,11350010,3
695,142,13,11435100,4
696,143,263,71704000,5
697,143,265,71803010,4
699,143,302,11111160,4
700,143,385,64124020,2
701,144,13,11435100,4
702,144,281,75403020,4
703,144,282,75403200,4
704,144,319,11320000,5
705,144,321,11320200,4
706,145,458,94220215,3
707,145,382,64104600,4
708,145,366,42404010,1
709,145,95,27213010,5
710,145,218,58162310,4
711,145,117,27415140,4
712,145,149,27550800,1
713,146,55,26205160,4
714,146,94,27151070,4
715,146,201,58151190,5
716,146,237,58200250,1
717,146,277,75146000,2
718,146,409,78101118,4
719,146,474,95312410,3
720,147,121,27450010,5
721,147,122,27450020,4
722,147,134,27450080,5
723,147,115,27363100,1
724,147,370,61210010,5
725,147,458,94220215,3
726,147,319,11320000,2
727,148,467,95106000,5
728,148,409,78101118,4
729,148,416,92510955,2
730,148,55,26205160,3
731,148,95,27213010,5
732,148,264,71801100,5
733,148,265,71803010,4
734,148,269,72125500,2
735,149,166,28355310,4
736,149,154,28311010,3
737,149,273,72307000,4
738,149,16,14710200,3
739,149,332,11511300,3
740,149,358,11519205,4
741,150,8,11432000,5
742,150,15,11446000,4
743,150,358,11519205,3
744,150,341,11513370,4
745,150,93,27150410,4
746,150,291,75439500,4
747,6,409,78101118,4
748,31,282,75403200,2
750,151,224,58163420,4
751,151,23,26109133,3
752,151,405,75200700,3
753,151,199,58151170,3
754,151,354,11513854,3
755,152,467,95106000,3
756,152,279,75148010,4
757,152,170,32103030,3
758,152,269,72125500,4
